name,platforms,genres,publishers
Boss 101,PC||Xbox One,Action||Adventure||Indie,Donley Time Foundation
Sword of Fireheart - The Awakening Element,PC,Action||RPG||Indie,gillenew
Endangered,PC,Action,Strawberry Game Studios
Led It Rain,PC,Action||Racing||Indie,Ataverti
Fairyland: Fairy Power,Linux||PC||macOS,Strategy||Casual||Indie,Naarassusi Game
DeathMetal,Linux||macOS||PC,Action||Casual||Indie,Playito.com
Incursion The Thing,PC,Action||Strategy||Indie,Booblyc OU
Thorne - Death Merchants,PC,Action||Adventure||RPG||Strategy||Indie,Aldorlea Games
Last Heroes 3,PC,Adventure||RPG||Strategy||Casual||Indie,Aldorlea Games
Reversion - The Meeting (2nd Chapter),PC||macOS||Linux,Adventure||Indie,3f Interactive
Pirate Defense,PC,Strategy,Rushil Reddy
Verde Station,Linux||PC||macOS,Adventure||Casual||Indie,Duelboot
Noob Squad,Linux||PC||macOS,Action||Indie,Antonio Renna
Princess Kidnapper VR,PC,Action||Adventure||Strategy||Casual||Indie,Magic Era
Primitive Road,PC,Indie,MoMo Games
Zenodyne R,PC,Action||Indie,Team Grybanser Fox
Street Posse Showdown,PC,RPG||Strategy||Indie,LS Ensemble
Sketch Tales,PC,Action||Adventure||RPG||Indie,8D Studio
Archaica: The Path Of Light,Nintendo Switch||PlayStation 4||Xbox One||PC,Adventure||Casual||Indie,Drageus Games||Two Mammoths
Heaven's Hope - Special Edition,PC||macOS,Adventure,EuroVideo Medien
Time Tenshi 2: Special Edition,Linux||PC||macOS,Adventure||Simulation||Indie,Silver Cow Studio
Hover Hazard,PC,Casual||Indie,Red Splat Games
Diorama No.3: The Marchland,PC,Simulation||Casual||Indie,The Shoebox Diorama
Diorama No.1: Blocked In,PC,Simulation||Casual||Indie,The Shoebox Diorama
Bad birthday,PC,Adventure||Indie,Strong Cube
Etherium,PC,Strategy,Focus Home Interactive
FINAL FANTASY XI: Ultimate Collection Seekers Edition,PC,Massively Multiplayer,Square Enix
Jumper Jape,Linux||PC||macOS,Action||Adventure,Team Jape
The Real Texas,Linux||PC||macOS,Action||Adventure||RPG||Indie,Kitty Lambda Games
Night Vigil,PC,RPG||Strategy,My Insomnia Presents
Deserted: The Story of Peter,PC,Adventure||Indie,Francesco Trovato
The Stanford Ocean Acidification Experience,PC,Educational,Virtual Human Interaction Lab
Sarab: The Dark Tower,PC,Adventure||RPG||Indie,Abduula Hassan Al-Farsi
Remind Yourself,PC,Indie,Marcos Dumont
An Assassin in Orlandes,Linux||PC||macOS,Adventure||RPG||Indie,Tin Man Games
Catacombs of the Undercity,Linux||macOS||PC,Adventure||RPG||Indie,Tin Man Games
Caverns of the Snow Witch,macOS||Linux||PC||Android,Adventure||RPG||Indie,Tin Man Games
House of Hell,Linux||PC||macOS,Adventure||RPG||Indie,Tin Man Games
Starship Traveller,macOS||Android||Linux||PC,Adventure||RPG||Indie,Tin Man Games
To Be or Not To Be,Linux||PC||macOS,Adventure||Casual||Indie,Tin Man Games
The Braves & Bows,PC,Adventure||Casual||Indie,Dagestan Technology
Scarab Tales,Linux||PC||macOS,Strategy||Casual||Indie,Playito.com
Twixel,macOS||PC,Action,Self Published
Mythos: The Beginning - Director's Cut,PC,Adventure||RPG,Degica
"Fire in the Goal ""轰个球""",PC,Action||Sports||Casual||Indie,Wild Planet Studio
Megalo Polis,PC||macOS,Strategy||Indie,Black Sheep studio
Star Tactics,Linux||PC||macOS,Strategy||Simulation||Indie,Devil's Dozen Games
ATV Quadracer Ultimate,PC,Simulation||Sports||Racing,magnussoft
Pigmentone,PC||macOS,Strategy||Casual||Indie,OtakuMaker.com
String Theory,PC,Casual,Zenisport
Breach & Clear: Deadline Rebirth (2016),Linux||PC||macOS,Action||RPG||Strategy||Indie,Devolver Digital||Gambitious Digital Entertainment
Grim Facade: Mystery of Venice Collector’s Edition,PC,Adventure||Casual,Big Fish Games
PIRATADO 1,PC,Action||Adventure||Simulation,RyabovEduard
Dante's Forest,PC,Action||Simulation||Indie,Zale Bush
Amihailu in Dreamland,PC,Indie,Delmunsoft
Space Drifters 2D,Linux||PC||macOS,Indie,Matthew Coyle
Guards,Linux||PC||macOS,Adventure||Strategy||Indie,Battlecruiser Games
McDroid - Arcade Tower Defense,macOS||Linux||PC,Action||Strategy||Indie,Elefantopia
Autumn Park Mini Golf,PC,Sports||Casual,Serious Tangents
PhysDrive,PC,Action||Racing,Royal Deal Games
Crashed Lander,Linux||PC||macOS,Indie,Brain Blinks
Pixel: ru²,PC,Action||Strategy||Indie,C63 Industries
Egyptian Senet,PC||macOS,Strategy||Simulation||Sports||Casual||Indie,Ezzat Studios
Kingdom of Aurelia: Mystery of the Poisoned Dagger,PC||macOS,Adventure||Casual,Shaman Games Studio
Otherland MMO,PC,RPG||Massively Multiplayer||Indie,otherland co-production
Fairspace,PC,Action||Strategy||Simulation||Indie,Sub Orbital Software
Atomic Butcher: Homo Metabolicus,Linux||PC||macOS,Action||Indie,Das Humankapital
Pankapu,PC||macOS||Linux||Xbox One||PlayStation 4||Nintendo Switch,Action||Adventure||Indie,Plug In Digital||Playdius||Plug In Digital Label
Orczz,PC,Strategy,Camel 101
Abduction Action! Plus,PC,Action||Simulation||Casual||Indie,Fun Infused Games
Hypership Out of Control,PC,Action||Shooter||Racing||Casual||Indie,Fun Infused Games
VolChaos,PC,Action||Adventure||Indie,Fun Infused Games
BattleTime,Android||Linux||PC||macOS,Action||Adventure||Strategy,Jetdogs Studios
Horizon Of History,PC,Adventure||Casual,Immersion
Saints Row IV - Reverse Cosplay Pack,Linux||PC,Action||Adventure,Deep Silver
Project Alpha 002,PC,Action||Indie,ZaraCodeGames
Zia and the goddesses of magic,PC,Adventure||RPG||Indie,OrionSoft
GUN GODZ,Linux||macOS||PC,Action,Vlambeer
Fabula Mortis,PC,Action||Indie,Deadghost Interactive
Illuminascii,Linux||PC||macOS,Action||Indie,DDD Wares
Hero Generations: ReGen,Linux||PC||macOS,RPG||Strategy||Simulation||Indie,Heart Shaped Games
Beach Resort Simulator,PC,Simulation,Ravenscourt
Creeper World: Anniversary Editon,PC||macOS,Strategy||Simulation||Indie,Knuckle Cracker
Star Fight,PC,Simulation||Casual,7K Games
Riddles of Fate: Wild Hunt Collector's Edition,PC,Adventure||Casual,Big Fish Games
LocoSoccer,Linux||PC,Action||Adventure||RPG||Strategy||Simulation||Sports||Racing||Casual||Indie,Startreming
SEASON OF MYSTERY: The Cherry Blossom Murders,PC,Casual,Square Enix
Sleeping Dogs: Ghost Pig,PC,Action||Adventure,
Corgi Warlock,PC,Action||Adventure||Indie,Xander's Corgi Arcade
The Space Garden,PC,Casual||Indie,Max Indie Games
Azurea Juncture,Linux||PC||macOS,Casual,Rimebelle Express
Cross Set,Linux||PC||macOS,Casual||Indie,Cuveet Story
Edge of Twilight – Return To Glory,PC,Action||Adventure||Indie,FUZZYEYES
Solitaire Christmas. Match 2 Cards,PC,Casual,
NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,PC,Strategy,KOEI TECMO GAMES CO
NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version),PC,Strategy,KOEI TECMO GAMES CO
Black & White Bushido,macOS||PC||PlayStation 4||Xbox One,Action,Green Man Gaming Publishing||Good Catch Games
Industry Transporters,PC,Strategy||Simulation,MK game production
Codename: Rogue Fleet,PC,Action||Indie,
Lantern,PC,Indie,1C Company
Defragmented,Linux||PC||macOS,Action||RPG||Indie,Glass Knuckle Games
Wanderlust Adventures,PC,Action||Adventure||RPG||Indie,Chucklefish
Hyper Bounce Blast,PC,Action||Indie,Kiss
Amaranthine Voyage: The Tree of Life Collector's Edition,PC,Adventure||Casual,Big Fish Games
Pong Champion VR,PC,Action||Simulation||Sports||Casual||Indie,DegaSolutions
Axis Football 2016,Linux||PC||macOS,Simulation||Sports,Axis Games
Enola,PC||macOS,Adventure||Casual||Indie,The Domaginarium
Wanderer of Teandria,PC,Action||Indie||Platformer,Silentplaygames
Killbot,PC,Action||Adventure||Simulation||Massively Multiplayer||Indie,nobodyshot
Mausoleum of the Medusa,PC||macOS||Linux,Action||Adventure||Indie,New Hell Studios
Orbit - Playing with Gravity,iOS||macOS||Android||PC,Simulation||Casual||Indie||Puzzle,HIGHKEY Games
CAGE,PC||macOS,Action||Casual||Indie,KorteGames
NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,PC,Strategy,KOEI TECMO GAMES CO
Very Real Chess,PC,Strategy||Simulation||Sports||Indie,Zachary Geier
Birdsketball,Linux||PC||macOS,Action||Sports||Indie,Waynetron
King Machine,PC,Indie,FastRam Design
StreetCraft,PC||macOS,Action||Indie,恶魔橘子||Lambda
Night Mysteries: The Amphora Prisoner,PC,Adventure||Casual,Anvate Games
Hydra Slayer,Linux||macOS||PC,RPG||Strategy,Zeno Rogue
Cerdocornio,PC,Action||Adventure||Casual,Zuakate Games
Why is the Princess in a Magic Forest?!,PC,Indie,Fat Walrus Games
The Rise of Captain Longbeard,PC,Action||Adventure||RPG,Colopl NI
Space Beast Terror Fright,PC,Action||Indie,nornware
Sullen: Light is Your Friend,PC,Adventure||Indie,SpoNk||FranticDreamer
Zezenia Online,PC,Action||Adventure||RPG||Massively Multiplayer||Indie,Saucer Software
Drusilla Dreams,PC,Casual,Seraphim Creations
A Day in the Woods,PC||macOS||Linux,Strategy||Casual||Indie||Puzzle,RetroEpic Software
Life of a caveman,PC,RPG||Simulation||Indie,playlitedotnet
Alpha Decay,PC,Action||Strategy||Indie,Two Headed Monkey
GemBreak,PC,Action||Casual,Ballista Studios IVS
Finque,Linux||PC,Adventure||Indie,Anatolian.Org
TRI.DEFENDER,PC,Action||Casual||Indie,NIGHTBOX
CURSE,Linux||PC||macOS,Adventure||Indie,Stormlord Games
Appointment With FEAR,macOS||Linux||iOS||PC,Adventure||RPG||Indie,Tin Man Games
ecotone,Linux||PC||macOS,Action||Adventure||Indie,Sundae Factory
Pixeluvo,Linux||PC,,Pictopotamus
ICY,PC||macOS,RPG||Strategy||Indie,Digital Tribe
Honey Rose: Underdog Fighter Extraordinaire,PC,Action||Adventure||Strategy||Indie,Self
Spirits of Mystery: Amber Maiden Collector's Edition,PC,Adventure||Casual,Big Fish Games
Zi,PC,Action||Casual||Indie,Gennady Guryanov
Grenade Madness,Linux||PC||macOS,Action||Indie,Touch Orchestra
Supreme Ruler 1936,PC,Strategy||Simulation||Indie,BattleGoat Studios
Viking Escape,PC,Adventure||Indie,Viktor Pekar
Citalis,PC||macOS,Simulation||Casual||Indie,Sometimes You
Perfect Fit - Totemland,iOS||PC,Arcade||Casual||Indie||Puzzle,Homiebear Studio||Appsolute Games
REVERSE SIDE,PC,Action||Adventure||Simulation||Indie,REEW GAMES
Cho Dengeki Stryker All Ages Version,PC,Adventure,MangaGamer
MXGP - The Official Motocross Videogame Compact,PC,Simulation||Sports||Racing,Milestone
MotoGP 14 Compact,PC,Simulation||Sports||Racing,Milestone
MotoGP 15 Compact,PC,Simulation||Sports||Racing,Milestone
SuperMoose,PC||macOS,Adventure||Casual||Indie,Play Publishing
Fairyland: Incursion,Linux||PC||macOS,Adventure||RPG||Indie,Naarassusi Game
Champions of Anteria,PC,RPG||Strategy,Ubisoft Entertainment
Warriors' Wrath,PC,Action||Adventure||RPG||Casual||Indie,Storm Sharks Production
Speech Trainer,PC,,Wolf In Motion
Time Of Silence,PC,Adventure||Indie,AYE Technology
Perfection of Wisdom,PC,Strategy||Casual||Indie,14Dimension Enterprise
Rotieer,Linux||PC||macOS,Casual||Indie,Enzo Whyte
Push For Emor,PC,Action||RPG||Indie,Lupus Solus Studio
Rite of Passage: The Perfect Show Collector's Edition,PC,Adventure||Casual,Big Fish Games
Into The Unknown,PC||macOS,Adventure||Casual||Indie,FYRE Games
Fireflies,PC,Action||Adventure||Casual||Indie,Phanom Games||Sourabh P Hamigi||Grupo Smart Brasil
Ziba,Linux||PC||macOS,Casual||Indie,Sharpless512
Danse Macabre: The Last Adagio Collector's Edition,PC,Adventure||Casual,Big Fish Games
Invisible Mind,PC,Adventure||Indie,VGstudio
Escape Bloody Mary,PC,Adventure||Simulation||Indie,Well Told Entertainment
iOMoon,PC,Action||Adventure||Simulation||Indie,Headtrip Games
Tokyo School Life,PC||Nintendo Switch,Adventure,PQube||Dogenzaka Lab
Campus Notes - forget me not.,PC,Adventure||Indie,Dogenzaka Lab
The Men of Yoshiwara: Kikuya,PC||Nintendo Switch,Adventure,D3Publisher||Dogenzaka Lab
Dangerous Relationship,PC,Adventure,Dogenzaka Lab
Kyoto Colorful Days,PC,Adventure,Dogenzaka Lab
My Butler,Nintendo Switch||PC,Adventure,D3 PUBLISHER||Dogenzaka Lab
My Secret Pets!,Nintendo Switch||PC,Adventure,D3Publisher||Dogenzaka Lab
Office lovers,PC,Adventure,Dogenzaka Lab
Pub Encounter,PC||Nintendo Switch,Adventure,D3Publisher||Dogenzaka Lab
The Amazing Shinsengumi: Heroes in Love,PC||Nintendo Switch,Adventure,D3Publisher||Dogenzaka Lab
The Men of Yoshiwara: Ohgiya,PC||Nintendo Switch,Adventure,D3Publisher||Dogenzaka Lab
Daydreamer: Awakened Edition,PC,Action||Indie,Atlus
Defense Of Greece TD,macOS||PC,Strategy||Casual||Indie,First Games Interactive
Disobey - Revolt Simulator,PC||macOS,Action||Strategy||Simulation||Casual||Indie,Tunnel Vision Studio
RC Racing Off Road 2.0,PC,Simulation||Sports||Racing,magnussoft
Limberjack,PC,Simulation||Sports,Husqvarna
Zombie Birds First Encounter Halloween,PC,Action||Casual,magnussoft
A-Gents,Linux||PC||macOS,Action||Indie,Phime Studio
Galaxy Combat Wargames,PC,Action||Indie,Fork Particle Games
Death Stair,PC,Action||Sports||Racing||Casual||Indie,Missing Link Games
Torgar's Quest,PC||macOS,Action||Adventure||RPG||Indie,Tagunda
Lance A Lot,PC,Action||Sports||Indie,Rocket Hammer
Feudalism,Linux||PC||macOS,Strategy,Merge Games
Sleight,PC,Action||Indie,AYE Technology
Please State Your Name: A VR Animated Film,PC,Adventure||Casual,StudioDisrupt
Anime Studio Simulator,Linux||PC||macOS,Simulation||Indie,Visualnoveler
Death Dojo,PC,Action,Ken Watanabe
Dawn's Light 2,PC,Adventure||RPG||Strategy||Indie,John Wizard
Z`code (VR for HTC Vive),PC,Simulation||Indie,Shenzhen Weilaishijie Network Technology Co
Silver Bullet: Prometheus,PC,Action||Adventure||RPG||Indie,Byulbram Studio
Battle Fantasia -Revised Edition,PC,Action,Arc System Works
Getsuei Gakuen -kou,PC,Adventure,Arc System Works
Si Kancil: The Adventurous Mouse Deer,PC,Adventure||Casual||Indie,Binarystudio 54
3d Bridges,PC,Simulation,Dahlenburg
Diamond Joyce and the Secret of Crystal Cave,PC||macOS,Adventure||Strategy||Indie,Rake in Grass
Lost Lands: Dark Overlord,Nintendo Switch||PC||macOS,Adventure||Casual,FIVE-BN GAMES||FIVE-BN STUDIO
Lost Lands: The Golden Curse,PC||macOS,Adventure||Casual,FIVE-BN GAMES
Toon Ocean VR,PC,Adventure||Casual||Indie,Tomilano
Fan Fun,PC,Casual||Indie,Respect Studios
Gremlin Invasion: Survivor,PC,Action||Adventure||Indie,CS Squared Games
KILL,PC,Action||Indie,Ragnar
ShotForge,PC,Simulation||Indie,Alix
Slayer Shock,Linux||macOS||PC,Action||RPG||Strategy||Indie,Minor Key Games
Where Angels Cry,Nintendo Switch||PC||macOS,Casual,Libredia||Ocean Media
Where Angels Cry: Tears of the Fallen (Collector's Edition),PC||macOS,Adventure,Libredia
Zombie Solitaire,PC,Casual,Libredia||rokaplay
Zooloretto,PC,Casual,Zooloretto
Alteric,macOS||PC||Xbox One||PlayStation 4||Nintendo Switch,Adventure||Indie,Sometimes You||goonswarm
Annie Amber,PC,Adventure||Casual||Indie,Talking About Media
Altar Guardian,PC,Action||Adventure||Indie,AYE Technology
Mars Industries,PC,Strategy||Simulation||Casual||Indie,AYE Technology
Visitors,PC,Action||Indie,Black Side
Light Repair Team #4,PC,Casual||Indie||Puzzle,Eerie Bear Games
Iron Fish,PC,Adventure||RPG||Indie,Meat Name Games
MyDream,macOS||PC,Action||Adventure||RPG||Casual||Indie,MyDream Interactive
Whack-a-Vote: Hammering the Polls,PC,Casual||Indie,Exforsys
Heroes of the Seven Seas VR,PC||PlayStation 4,Action||Adventure||RPG||Simulation||Racing,Mirage Interactive
Atlantis 2: Beyond Atlantis,PC||macOS,Adventure||Puzzle,Anuman Interactive
Black Moon Chronicles,PC,Strategy,Microids||Anuman Interactive
Curse: The Eye of Isis,PC,Adventure,
Weather Lord: Following the Princess Collector's Edition,macOS||PC,Adventure||Strategy||Casual,Alawar Entertainment
Haegemonia: The Solon Heritage,PC,Action||Strategy||Indie,
Monument Builders - Alcatraz,macOS||PC,Casual,
Moto Racer Collection,PC,Sports||Racing,
Necronomicon: The Dawning of Darkness,PC,Adventure||Casual,
Pirates vs Corsairs: Davy Jones's Gold,PC||macOS,Strategy,
Red Johnson's Chronicles - 1+2,PC,Action||Adventure,
Lords of Magic: Special Edition,PC,RPG||Strategy,Rebellion
Arizona Rose and the Pirates' Riddles,macOS||iOS||PC,Strategy||Casual||Indie||Puzzle,Anawiki Games||Roman Budzowski
The Bluecoats: North vs South,PlayStation 4||Xbox One||Nintendo Switch||Xbox 360||iOS||PC||macOS,Action||Strategy||Simulation||Casual,Microids||BANDAI NAMCO Entertainment Europe
The Cameron Files: The Secret at Loch Ness,PC,Adventure||Casual,
The Egyptian Prophecy: The Fate of Ramses,PC,Adventure,
Lords of the Realm III,PC||macOS,Strategy||Simulation,Rebellion
MoonBase Commander,PC,Strategy,Rebellion
Alternativa,PC,Adventure,Bohemia Interactive
Pandum online,Linux||PC,RPG||Massively Multiplayer||Indie,Electronic Experience
BUSTED!,PC||macOS,Action||Simulation||Indie,Silver Cow Studio
Minimon,Linux||PC||macOS,RPG||Massively Multiplayer||Indie,Lunar Labs
Night Forest,PC,Action||Adventure||Casual||Indie,Dagestan Technology
Villagers,Linux||PC||macOS,Strategy||Simulation||Indie,Avanquest Software Publishing
Conflicks - Revolutionary Space Battles,Linux||PC||macOS,Action||Strategy||Casual||Indie,Plug In Digital||Artifice Studio
3D Pool,PC,Simulation,Libredia
Agricultural Simulator 2011: Extended Edition,PC,Simulation,Libredia
Nicole (otome version),Linux||PC||macOS,Adventure||Simulation||Casual,Winter Wolves
Black Rainbow,Nintendo Switch||macOS||PC,Adventure||Indie||Puzzle,Libredia||Ocean Media||K.I.D
Country Tales,macOS||PC,Adventure||Strategy||Casual,Libredia||K.I.D
Dracula: Love Kills,PC,Adventure||Casual,Frogwares
Moorhuhn / Crazy Chicken Tales,PC,Casual,Libredia
Crash And Burn Racing,PC,Action||Racing||Indie,Libredia
Bridge It +,PC,Simulation,Libredia
Atlantic Quest Solitaire,PC||macOS,Casual,Libredia||rokaplay
European Fishing,PC,Simulation,Libredia
Hotel Collectors Edition,macOS||PC,Adventure||Indie,Libredia
IHF Handball Challenge 12,PC,Sports,Libredia
Island Flight Simulator,PC||macOS||Wii U||PlayStation 4||Nintendo Switch,Simulation,Libredia||Joindots
Kingdom Tales,iOS||macOS||PC,RPG||Strategy||Casual,Libredia||K.I.D
Kingdom Tales 2,PC||macOS,Casual,Libredia
Lily´s Epic Quest,PC||macOS,Casual||Indie,Libredia
Vanguards,PC,Action||Strategy,BYU Games
Solitaire 220 Plus,PC,Casual,magnussoft
Martial Arts: Capoeira,PC,Sports,Libredia
Medieval Battlefields - Black Edition,PC||macOS,Strategy||Indie,Libredia
Mystery Maze Of Balthasar Castle,PC||macOS||Linux,Adventure||Casual,Libredia
Nanofights,PC,Indie,Libredia
Redneck Racers,PC,Casual,Libredia
Ride 'em Low,PC,Simulation||Racing||Arcade,Libredia
Runaway Express Mystery,PC,Casual,Libredia
Sharpe Investigations: Death on the Seine,PC,Adventure||Casual,Libredia
Sudokuball Detective,PC,Casual,Libredia
Tales From The Dragon Mountain: The Strix,PC||macOS,Casual,Libredia
Tales From The Dragon Mountain 2: The Lair,PC||macOS,Casual,Libredia
The Secret Of Hildegards,PC,Casual,Libredia
Defect,Linux||macOS||PC,Action||Strategy||Indie,Three Phase Interactive
No One But You,Linux||macOS||PC,Adventure||Simulation||Casual||Indie,Sekai Project||Unwonted Studios
RaidersSphere4th,PC,Action||Simulation||Indie,Sekai Project
Reverse x Reverse,PC,Action||Indie,Sekai Project
Rising Angels: Hope,Linux||PC||macOS,Adventure||Casual||Indie,Sekai Project
Rising Angels: Reborn,Linux||PC||macOS,Adventure||Simulation||Casual||Indie,Sekai Project
Selenon Rising,Linux||PC||macOS,Adventure||Casual||Indie,Sekai Project
Starlight Vega,Linux||PC||macOS,Casual||Indie,Sekai Project
Strawberry Vinegar,Xbox One||PlayStation 4||Nintendo Switch||Linux||PC||macOS,Adventure||Casual||Indie,Sekai Project||Ratalaika Games
The Fruit of Grisaia,PC,Adventure||Casual,Sekai Project
The Orchard of Stray Sheep,Linux||PC||macOS,Adventure||Casual||Indie,Sekai Project
The Labyrinth of Grisaia,PC,Adventure||Casual,Sekai Project
The Way We All Go,Linux||PC||macOS,Indie,Sekai Project
Yohjo Simulator,PC,Action||Adventure||Simulation||Casual||Indie,Sekai Project
Rainbow Rage Squad,PC,Indie,Gamepadable
StartBolita,Linux||PC||macOS,Adventure||Strategy||Casual||Indie,JhonGames
侠客风云传(Tale of Wuxia),PC,Adventure||RPG||Strategy||Simulation||Casual,Fenghuang Game
Majestic Nights,Linux||PC||macOS,Action||Adventure||RPG||Indie,Epiphany Games
Corona Blossom Vol.2 The Truth From Beyond,PC,Adventure||Casual||Indie,Frontwing USA||Frontwing
Subterra,PC,Action||Adventure||RPG||Strategy||Simulation||Sports||Racing||Casual||Indie,Red Dahlia
